Time,Channel A
(s),(V)

-0.37841599,0.00350963
-0.37828199,0.00350963
-0.37814799,0.00350963
-0.37801399,0.00350963
-0.37787999,0.00381481
-0.37774599,0.00381481
-0.37761199,0.00381481
-0.37747799,0.00350963
-0.37734399,0.00350963
-0.37720999,0.00350963
-0.37707599,0.00350963
-0.37694199,0.00350963
-0.37680799,0.00350963
-0.37667399,0.00350963
-0.37653999,0.00335704
-0.37640599,0.00335704
-0.37627199,0.00335704
-0.37613799,0.00335704
-0.37600399,0.00350963
-0.37586999,0.00350963
-0.37573599,0.00350963
-0.37560199,0.00350963
-0.37546799,0.00350963
-0.37533399,0.00381481
-0.37519999,0.00381481
-0.37506599,0.00381481
-0.37493199,0.00381481
-0.37479799,0.00381481
-0.37466399,0.00381481
-0.37452999,0.00381481
-0.37439599,0.00381481
-0.37426199,0.00381481
-0.37412799,0.00381481
-0.37399399,0.00381481
-0.37385999,0.00381481
-0.37372599,0.00381481
-0.37359199,0.00381481
-0.37345799,0.00350963
-0.37332399,0.00350963
-0.37318999,0.00350963
-0.37305599,0.00350963
-0.37292199,0.00350963
-0.37278799,0.00350963
-0.37265399,0.00350963
-0.37251999,0.00350963
-0.37238599,0.00350963
-0.37225199,0.00350963
-0.37211799,0.00350963
-0.37198399,0.00350963
-0.37184999,0.00350963
-0.37171599,0.00350963
-0.37158199,0.00350963
-0.37144799,0.00350963
-0.37131399,0.00350963
-0.37117999,0.00350963
-0.37104599,0.00350963
-0.37091199,0.00350963
-0.37077799,0.00350963
-0.37064399,0.00350963
-0.37050999,0.00350963
-0.37037599,0.00350963
-0.37024199,0.00381481
-0.37010799,0.00381481
-0.36997399,0.00381481
-0.36983999,0.00381481
-0.36970599,0.00381481
-0.36957199,0.00381481
-0.36943799,0.00381481
-0.36930399,0.00381481
-0.36916999,0.00381481
-0.36903599,0.00381481
-0.36890199,0.00381481
-0.36876799,0.00381481
-0.36863399,0.00381481
-0.36849999,0.00381481
-0.36836599,0.00381481
-0.36823199,0.00381481
-0.36809799,0.00381481
-0.36796399,0.00381481
-0.36782999,0.00381481
-0.36769599,0.00396741
-0.36756199,0.00396741
-0.36742799,0.00396741
-0.36729399,0.00396741
-0.36715999,0.00396741
-0.36702599,0.00396741
-0.36689199,0.00396741
-0.36675799,0.00396741
-0.36662399,0.00396741
-0.36648999,0.00396741
-0.36635599,0.00396741
-0.36622199,0.00396741
-0.36608799,0.00396741
-0.36595399,0.00396741
-0.36581999,0.00396741
-0.36568599,0.00396741
-0.36555199,0.00396741
-0.36541799,0.00396741
-0.36528399,0.00396741
-0.36514999,0.00396741
-0.36501599,0.00396741
-0.36488199,0.00396741
-0.36474799,0.00396741
-0.36461399,0.00396741
-0.36447999,0.00396741
-0.36434599,0.00396741
-0.36421199,0.00396741
-0.36407799,0.00396741
-0.36394399,0.00396741
-0.36380999,0.00396741
-0.36367599,0.00396741
-0.36354199,0.00396741
-0.36340799,0.00396741
-0.36327399,0.00396741
-0.36313999,0.00396741
-0.36300599,0.00396741
-0.36287199,0.00396741
-0.36273799,0.00396741
-0.36260399,0.00396741
-0.36246999,0.00396741
-0.36233599,0.00381481
-0.36220199,0.00381481
-0.36206799,0.00381481
-0.36193399,0.00381481
-0.36179999,0.00381481
-0.36166599,0.00381481
-0.36153199,0.00381481
-0.36139799,0.00381481
-0.36126399,0.00381481
-0.36112999,0.00381481
-0.36099599,0.00381481
-0.36086199,0.00381481
-0.36072799,0.00381481
-0.36059399,0.00381481
-0.36045999,0.00381481
-0.36032599,0.00381481
-0.36019199,0.00381481
-0.36005799,0.00381481
-0.35992399,0.00381481
-0.35978999,0.00381481
-0.35965599,0.00381481
-0.35952199,0.00381481
-0.35938799,0.00381481
-0.35925399,0.00381481
-0.35911999,0.00381481
-0.35898599,0.00381481
-0.35885199,0.00381481
-0.35871799,0.00381481
-0.35858399,0.00381481
-0.35844999,0.00381481
-0.35831599,0.00381481
-0.35818199,0.00381481
-0.35804799,0.00381481
-0.35791399,0.00381481
-0.35777999,0.00381481
-0.35764599,0.00381481
-0.35751199,0.00381481
-0.35737799,0.00381481
-0.35724399,0.00350963
-0.35710999,0.00350963
-0.35697599,0.00350963
-0.35684199,0.00350963
-0.35670799,0.00350963
-0.35657399,0.00350963
-0.35643999,0.00350963
-0.35630599,0.00350963
-0.35617199,0.00350963
-0.35603799,0.00350963
-0.35590399,0.00350963
-0.35576999,0.00350963
-0.35563599,0.00350963
-0.35550199,0.00350963
-0.35536799,0.00350963
-0.35523399,0.00350963
-0.35509999,0.00350963
-0.35496599,0.00350963
-0.35483199,0.00350963
-0.35469799,0.00335704
-0.35456399,0.00335704
-0.35442999,0.00335704
-0.35429599,0.00335704
-0.35416199,0.00335704
-0.35402799,0.00335704
-0.35389399,0.00350963
-0.35375999,0.00350963
-0.35362599,0.00350963
-0.35349199,0.00350963
-0.35335799,0.00350963
-0.35322399,0.00350963
-0.35308999,0.00350963
-0.35295599,0.00350963
-0.35282199,0.00350963
-0.35268799,0.00350963
-0.35255399,0.00350963
-0.35241999,0.00350963
-0.35228599,0.00350963
-0.35215199,0.00350963
-0.35201799,0.00350963
-0.35188399,0.00350963
-0.35174999,0.00350963
-0.35161599,0.00350963
-0.35148199,0.00350963
-0.35134799,0.00350963
-0.35121399,0.00350963
-0.35107999,0.00350963
-0.35094599,0.00381481
-0.35081199,0.00381481
-0.35067799,0.00381481
-0.35054399,0.00381481
-0.35040999,0.00381481
-0.35027599,0.00381481
-0.35014199,0.00381481
-0.35000799,0.00396741
-0.34987399,0.00396741
-0.34973999,0.00396741
-0.34960599,0.00396741
-0.34947199,0.00396741
-0.34933799,0.00381481
-0.34920399,0.00381481
-0.34906999,0.00381481
-0.34893599,0.00396741
-0.34880199,0.00412000
-0.34866799,0.00412000
-0.34853399,0.00412000
-0.34839999,0.00412000
-0.34826599,0.00412000
-0.34813199,0.00412000
-0.34799799,0.00412000
-0.34786399,0.00412000
-0.34772999,0.00412000
-0.34759599,0.00412000
-0.34746199,0.00412000
-0.34732799,0.00412000
-0.34719399,0.00412000
-0.34705999,0.00412000
-0.34692599,0.00412000
-0.34679199,0.00412000
-0.34665799,0.00412000
-0.34652399,0.00412000
-0.34638999,0.00412000
-0.34625599,0.00412000
-0.34612199,0.00412000
-0.34598799,0.00412000
-0.34585399,0.00412000
-0.34571999,0.00412000
-0.34558599,0.00412000
-0.34545199,0.00412000
-0.34531799,0.00412000
-0.34518399,0.00412000
-0.34504999,0.00412000
-0.34491599,0.00412000
-0.34478199,0.00412000
-0.34464799,0.00412000
-0.34451399,0.00412000
-0.34437999,0.00412000
-0.34424599,0.00412000
-0.34411199,0.00412000
-0.34397799,0.00412000
-0.34384399,0.00412000
-0.34370999,0.00412000
-0.34357599,0.00396741
-0.34344199,0.00396741
-0.34330799,0.00396741
-0.34317399,0.00396741
-0.34303999,0.00396741
-0.34290599,0.00396741
-0.34277199,0.00396741
-0.34263799,0.00396741
-0.34250399,0.00396741
-0.34236999,0.00396741
-0.34223599,0.00396741
-0.34210199,0.00396741
-0.34196799,0.00396741
-0.34183399,0.00396741
-0.34169999,0.00381481
-0.34156599,0.00381481
-0.34143199,0.00381481
-0.34129799,0.00381481
-0.34116399,0.00381481
-0.34102999,0.00350963
-0.34089599,0.00350963
-0.34076199,0.00350963
-0.34062799,0.00350963
-0.34049399,0.00350963
-0.34035999,0.00350963
-0.34022599,0.00350963
-0.34009199,0.00350963
-0.33995799,0.00335704
-0.33982399,0.00335704
-0.33968999,0.00335704
-0.33955599,0.00335704
-0.33942199,0.00335704
-0.33928799,0.00335704
-0.33915399,0.00335704
-0.33901999,0.00335704
-0.33888599,0.00335704
-0.33875199,0.00335704
-0.33861799,0.00335704
-0.33848399,0.00335704
-0.33834999,0.00335704
-0.33821599,0.00335704
-0.33808199,0.00335704
-0.33794799,0.00335704
-0.33781399,0.00335704
-0.33767999,0.00335704
-0.33754599,0.00335704
-0.33741199,0.00335704
-0.33727799,0.00335704
-0.33714399,0.00335704
-0.33700999,0.00335704
-0.33687599,0.00335704
-0.33674199,0.00335704
-0.33660799,0.00335704
-0.33647399,0.00335704
-0.33633999,0.00335704
-0.33620599,0.00335704
-0.33607199,0.00335704
-0.33593799,0.00320444
-0.33580399,0.00320444
-0.33566999,0.00320444
-0.33553599,0.00320444
-0.33540199,0.00320444
-0.33526799,0.00320444
-0.33513399,0.00320444
-0.33499999,0.00320444
-0.33486599,0.00320444
-0.33473199,0.00320444
-0.33459799,0.00320444
-0.33446399,0.00320444
-0.33432999,0.00320444
-0.33419599,0.00320444
-0.33406199,0.00335704
-0.33392799,0.00335704
-0.33379399,0.00335704
-0.33365999,0.00335704
-0.33352599,0.00335704
-0.33339199,0.00320444
-0.33325799,0.00320444
-0.33312399,0.00320444
-0.33298999,0.00320444
-0.33285599,0.00320444
-0.33272199,0.00320444
-0.33258799,0.00320444
-0.33245399,0.00320444
-0.33231999,0.00320444
-0.33218599,0.00335704
-0.33205199,0.00335704
-0.33191799,0.00335704
-0.33178399,0.00335704
-0.33164999,0.00335704
-0.33151599,0.00335704
-0.33138199,0.00335704
-0.33124799,0.00335704
-0.33111399,0.00335704
-0.33097999,0.00335704
-0.33084599,0.00335704
-0.33071199,0.00335704
-0.33057799,0.00335704
-0.33044399,0.00335704
-0.33030999,0.00335704
-0.33017599,0.00335704
-0.33004199,0.00335704
-0.32990799,0.00335704
-0.32977399,0.00335704
-0.32963999,0.00335704
-0.32950599,0.00350963
-0.32937199,0.00350963
-0.32923799,0.00350963
-0.32910399,0.00381481
-0.32896999,0.00381481
-0.32883599,0.00381481
-0.32870199,0.00381481
-0.32856799,0.00381481
-0.32843399,0.00381481
-0.32829999,0.00381481
-0.32816599,0.00381481
-0.32803199,0.00381481
-0.32789799,0.00381481
-0.32776399,0.00381481
-0.32762999,0.00381481
-0.32749599,0.00381481
-0.32736199,0.00381481
-0.32722799,0.00381481
-0.32709399,0.00381481
-0.32695999,0.00381481
-0.32682599,0.00381481
-0.32669199,0.00381481
-0.32655799,0.00381481
-0.32642399,0.00381481
-0.32628999,0.00381481
-0.32615599,0.00381481
-0.32602199,0.00381481
-0.32588799,0.00381481
-0.32575399,0.00381481
-0.32561999,0.00381481
-0.32548599,0.00381481
-0.32535199,0.00381481
-0.32521799,0.00381481
-0.32508399,0.00381481
-0.32494999,0.00381481
-0.32481599,0.00381481
-0.32468199,0.00381481
-0.32454799,0.00381481
-0.32441399,0.00381481
-0.32427999,0.00381481
-0.32414599,0.00381481
-0.32401199,0.00381481
-0.32387799,0.00381481
-0.32374399,0.00381481
-0.32360999,0.00381481
-0.32347599,0.00396741
-0.32334199,0.00396741
-0.32320799,0.00396741
-0.32307399,0.00396741
-0.32293999,0.00396741
-0.32280599,0.00396741
-0.32267199,0.00396741
-0.32253799,0.00396741
-0.32240399,0.00396741
-0.32226999,0.00396741
-0.32213599,0.00396741
-0.32200199,0.00396741
-0.32186799,0.00396741
-0.32173399,0.00396741
-0.32159999,0.00412000
-0.32146599,0.00412000
-0.32133199,0.00412000
-0.32119799,0.00412000
-0.32106399,0.00412000
-0.32092999,0.00412000
-0.32079599,0.00412000
-0.32066199,0.00412000
-0.32052799,0.00412000
-0.32039399,0.00412000
-0.32025999,0.00412000
-0.32012599,0.00412000
-0.31999199,0.00412000
-0.31985799,0.00412000
-0.31972399,0.00412000
-0.31958999,0.00396741
-0.31945599,0.00396741
-0.31932199,0.00396741
-0.31918799,0.00396741
-0.31905399,0.00396741
-0.31891999,0.00396741
-0.31878599,0.00396741
-0.31865198,0.00396741
-0.31851798,0.00396741
-0.31838398,0.00396741
-0.31824998,0.00396741
-0.31811598,0.00396741
-0.31798198,0.00396741
-0.31784798,0.00396741
-0.31771398,0.00396741
-0.31757998,0.00396741
-0.31744598,0.00396741
-0.31731198,0.00396741
-0.31717798,0.00396741
-0.31704398,0.00396741
-0.31690998,0.00396741
-0.31677598,0.00396741
-0.31664198,0.00381481
-0.31650798,0.00381481
-0.31637398,0.00381481
-0.31623998,0.00396741
-0.31610598,0.00396741
-0.31597198,0.00396741
-0.31583798,0.00396741
-0.31570398,0.00396741
-0.31556998,0.00396741
-0.31543598,0.00396741
-0.31530198,0.00396741
-0.31516798,0.00396741
-0.31503398,0.00396741
-0.31489998,0.00396741
-0.31476598,0.00396741
-0.31463198,0.00381481
-0.31449798,0.00350963
-0.31436398,0.00350963
-0.31422998,0.00350963
-0.31409598,0.00350963
-0.31396198,0.00350963
-0.31382798,0.00350963
-0.31369398,0.00350963
-0.31355998,0.00350963
-0.31342598,0.00350963
-0.31329198,0.00350963
-0.31315798,0.00350963
-0.31302398,0.00350963
-0.31288998,0.00350963
-0.31275598,0.00350963
-0.31262198,0.00350963
-0.31248798,0.00350963
-0.31235398,0.00350963
-0.31221998,0.00350963
-0.31208598,0.00350963
-0.31195198,0.00350963
-0.31181798,0.00350963
-0.31168398,0.00350963
-0.31154998,0.00350963
-0.31141598,0.00350963
-0.31128198,0.00350963
-0.31114798,0.00350963
-0.31101398,0.00350963
-0.31087998,0.00350963
-0.31074598,0.00350963
-0.31061198,0.00350963
-0.31047798,0.00350963
-0.31034398,0.00350963
-0.31020998,0.00350963
-0.31007598,0.00350963
-0.30994198,0.00350963
-0.30980798,0.00350963
-0.30967398,0.00350963
-0.30953998,0.00350963
-0.30940598,0.00350963
-0.30927198,0.00350963
-0.30913798,0.00350963
-0.30900398,0.00350963
-0.30886998,0.00350963
-0.30873598,0.00350963
-0.30860198,0.00350963
-0.30846798,0.00350963
-0.30833398,0.00350963
-0.30819998,0.00350963
-0.30806598,0.00350963
-0.30793198,0.00350963
-0.30779798,0.00350963
-0.30766398,0.00350963
-0.30752998,0.00350963
-0.30739598,0.00350963
-0.30726198,0.00350963
-0.30712798,0.00350963
-0.30699398,0.00350963
-0.30685998,0.00350963
-0.30672598,0.00350963
-0.30659198,0.00350963
-0.30645798,0.00350963
-0.30632398,0.00350963
-0.30618998,0.00350963
-0.30605598,0.00350963
-0.30592198,0.00350963
-0.30578798,0.00350963
-0.30565398,0.00381481
-0.30551998,0.00381481
-0.30538598,0.00381481
-0.30525198,0.00381481
-0.30511798,0.00381481
-0.30498398,0.00381481
-0.30484998,0.00381481
-0.30471598,0.00381481
-0.30458198,0.00381481
-0.30444798,0.00381481
-0.30431398,0.00381481
-0.30417998,0.00381481
-0.30404598,0.00381481
-0.30391198,0.00381481
-0.30377798,0.00350963
-0.30364398,0.00350963
-0.30350998,0.00350963
-0.30337598,0.00350963
-0.30324198,0.00350963
-0.30310798,0.00350963
-0.30297398,0.00350963
-0.30283998,0.00350963
-0.30270598,0.00350963
-0.30257198,0.00350963
-0.30243798,0.00350963
-0.30230398,0.00350963
-0.30216998,0.00350963
-0.30203598,0.00350963
-0.30190198,0.00350963
-0.30176798,0.00350963
-0.30163398,0.00350963
-0.30149998,0.00350963
-0.30136598,0.00350963
-0.30123198,0.00350963
-0.30109798,0.00350963
-0.30096398,0.00350963
-0.30082998,0.00350963
-0.30069598,0.00350963
-0.30056198,0.00350963
-0.30042798,0.00350963
-0.30029398,0.00350963
-0.30015998,0.00350963
-0.30002598,0.00350963
-0.29989198,0.00350963
-0.29975798,0.00335704
-0.29962398,0.00335704
-0.29948998,0.00335704
-0.29935598,0.00335704
-0.29922198,0.00335704
-0.29908798,0.00335704
-0.29895398,0.00335704
-0.29881998,0.00335704
-0.29868598,0.00335704
-0.29855198,0.00335704
-0.29841798,0.00335704
-0.29828398,0.00335704
-0.29814998,0.00335704
-0.29801598,0.00335704
-0.29788198,0.00320444
-0.29774798,0.00320444
-0.29761398,0.00320444
-0.29747998,0.00320444
-0.29734598,0.00320444
-0.29721198,0.00320444
-0.29707798,0.00320444
-0.29694398,0.00320444
-0.29680998,0.00320444
-0.29667598,0.00320444
-0.29654198,0.00320444
-0.29640798,0.00320444
-0.29627398,0.00320444
-0.29613998,0.00320444
-0.29600598,0.00320444
-0.29587198,0.00320444
-0.29573798,0.00320444
-0.29560398,0.00320444
-0.29546998,0.00320444
-0.29533598,0.00320444
-0.29520198,0.00305185
-0.29506798,0.00305185
-0.29493398,0.00305185
-0.29479998,0.00289926
-0.29466598,0.00289926
-0.29453198,0.00289926
-0.29439798,0.00289926
-0.29426398,0.00289926
-0.29412998,0.00289926
-0.29399598,0.00289926
-0.29386198,0.00289926
-0.29372798,0.00289926
-0.29359398,0.00289926
-0.29345998,0.00289926
-0.29332598,0.00289926
-0.29319198,0.00289926
-0.29305798,0.00289926
-0.29292398,0.00289926
-0.29278998,0.00289926
-0.29265598,0.00289926
-0.29252198,0.00289926
-0.29238798,0.00289926
-0.29225398,0.00289926
-0.29211998,0.00289926
-0.29198598,0.00289926
-0.29185198,0.00289926
-0.29171798,0.00289926
-0.29158398,0.00289926
-0.29144998,0.00289926
-0.29131598,0.00289926
-0.29118198,0.00289926
-0.29104798,0.00289926
-0.29091398,0.00289926
-0.29077998,0.00289926
-0.29064598,0.00289926
-0.29051198,0.00289926
-0.29037798,0.00289926
-0.29024398,0.00289926
-0.29010998,0.00289926
-0.28997598,0.00289926
-0.28984198,0.00289926
-0.28970798,0.00289926
-0.28957398,0.00289926
-0.28943998,0.00289926
-0.28930598,0.00289926
-0.28917198,0.00274667
-0.28903798,0.00274667
-0.28890398,0.00274667
-0.28876998,0.00274667
-0.28863598,0.00274667
-0.28850198,0.00274667
-0.28836798,0.00274667
-0.28823398,0.00274667
-0.28809998,0.00274667
-0.28796598,0.00274667
-0.28783198,0.00274667
-0.28769798,0.00274667
-0.28756398,0.00274667
-0.28742998,0.00274667
-0.28729598,0.00259407
-0.28716198,0.00259407
-0.28702798,0.00259407
-0.28689398,0.00259407
-0.28675998,0.00259407
-0.28662598,0.00259407
-0.28649198,0.00259407
-0.28635798,0.00259407
-0.28622398,0.00259407
-0.28608998,0.00259407
-0.28595598,0.00259407
-0.28582198,0.00259407
-0.28568798,0.00259407
-0.28555398,0.00259407
-0.28541998,0.00259407
-0.28528598,0.00259407
-0.28515198,0.00259407
-0.28501798,0.00259407
-0.28488398,0.00259407
-0.28474998,0.00259407
-0.28461598,0.00259407
-0.28448198,0.00259407
-0.28434798,0.00259407
-0.28421398,0.00259407
-0.28407998,0.00259407
-0.28394598,0.00259407
-0.28381198,0.00259407
-0.28367798,0.00259407
-0.28354398,0.00259407
-0.28340998,0.00259407
-0.28327598,0.00259407
-0.28314198,0.00259407
-0.28300798,0.00259407
-0.28287398,0.00259407
-0.28273998,0.00259407
-0.28260598,0.00259407
-0.28247198,0.00259407
-0.28233798,0.00259407
-0.28220398,0.00259407
-0.28206998,0.00259407
-0.28193598,0.00244148
-0.28180198,0.00244148
-0.28166798,0.00244148
-0.28153398,0.00244148
-0.28139998,0.00213630
-0.28126598,0.00213630
-0.28113198,0.00213630
-0.28099798,0.00213630
-0.28086398,0.00213630
-0.28072998,0.00213630
-0.28059598,0.00213630
-0.28046198,0.00213630
-0.28032798,0.00213630
-0.28019398,0.00213630
-0.28005998,0.00213630
-0.27992598,0.00213630
-0.27979198,0.00213630
-0.27965798,0.00213630
-0.27952398,0.00213630
-0.27938998,0.00213630
-0.27925598,0.00213630
-0.27912198,0.00213630
-0.27898798,0.00244148
-0.27885398,0.00244148
-0.27871998,0.00244148
-0.27858598,0.00244148
-0.27845198,0.00244148
-0.27831798,0.00244148
-0.27818398,0.00244148
-0.27804998,0.00244148
-0.27791598,0.00244148
-0.27778198,0.00244148
-0.27764798,0.00244148
-0.27751398,0.00244148
-0.27737998,0.00244148
-0.27724598,0.00244148
-0.27711198,0.00244148
-0.27697798,0.00244148
-0.27684398,0.00244148
-0.27670998,0.00244148
-0.27657598,0.00244148
-0.27644198,0.00244148
-0.27630798,0.00244148
-0.27617398,0.00244148
-0.27603998,0.00244148
-0.27590598,0.00244148
-0.27577198,0.00244148
-0.27563798,0.00244148
-0.27550398,0.00244148
-0.27536998,0.00244148
-0.27523598,0.00244148
-0.27510198,0.00244148
-0.27496798,0.00244148
-0.27483398,0.00244148
-0.27469998,0.00244148
-0.27456598,0.00244148
-0.27443198,0.00244148
-0.27429798,0.00244148
-0.27416398,0.00244148
-0.27402998,0.00244148
-0.27389598,0.00244148
-0.27376198,0.00244148
-0.27362798,0.00244148
-0.27349398,0.00244148
-0.27335998,0.00244148
-0.27322598,0.00244148
-0.27309198,0.00244148
-0.27295798,0.00244148
-0.27282398,0.00244148
-0.27268998,0.00244148
-0.27255598,0.00244148
-0.27242198,0.00244148
-0.27228798,0.00244148
-0.27215398,0.00244148
-0.27201998,0.00244148
-0.27188598,0.00244148
-0.27175198,0.00244148
-0.27161798,0.00259407
-0.27148398,0.00259407
-0.27134998,0.00259407
-0.27121598,0.00259407
-0.27108198,0.00259407
-0.27094798,0.00259407
-0.27081398,0.00259407
-0.27067998,0.00259407
-0.27054598,0.00259407
-0.27041198,0.00259407
-0.27027798,0.00259407
-0.27014398,0.00259407
-0.27000998,0.00259407
-0.26987598,0.00259407
-0.26974198,0.00259407
-0.26960798,0.00259407
-0.26947398,0.00274667
-0.26933998,0.00274667
-0.26920598,0.00289926
-0.26907198,0.00289926
-0.26893798,0.00289926
-0.26880398,0.00289926
-0.26866998,0.00289926
-0.26853598,0.00289926
-0.26840198,0.00289926
-0.26826798,0.00289926
-0.26813398,0.00289926
-0.26799998,0.00289926
-0.26786598,0.00289926
-0.26773198,0.00289926
-0.26759798,0.00289926
-0.26746398,0.00289926
-0.26732998,0.00289926
-0.26719598,0.00289926
-0.26706198,0.00289926
-0.26692798,0.00289926
-0.26679398,0.00289926
-0.26665998,0.00289926
-0.26652598,0.00274667
-0.26639198,0.00274667
-0.26625798,0.00274667
-0.26612398,0.00274667
-0.26598998,0.00274667
-0.26585598,0.00274667
-0.26572198,0.00274667
-0.26558798,0.00274667
-0.26545398,0.00274667
-0.26531998,0.00274667
-0.26518598,0.00274667
-0.26505198,0.00274667
-0.26491798,0.00274667
-0.26478398,0.00274667
-0.26464998,0.00274667
-0.26451598,0.00274667
-0.26438198,0.00274667
-0.26424798,0.00274667
-0.26411398,0.00274667
-0.26397998,0.00274667
-0.26384598,0.00289926
-0.26371198,0.00289926
-0.26357798,0.00289926
-0.26344398,0.00289926
-0.26330998,0.00305185
-0.26317598,0.00305185
-0.26304198,0.00305185
-0.26290798,0.00305185
-0.26277398,0.00305185
-0.26263998,0.00305185
-0.26250598,0.00305185
-0.26237198,0.00305185
-0.26223798,0.00305185
-0.26210398,0.00305185
-0.26196998,0.00305185
-0.26183598,0.00305185
-0.26170198,0.00305185
-0.26156798,0.00305185
-0.26143398,0.00305185
-0.26129998,0.00305185
-0.26116598,0.00305185
-0.26103198,0.00305185
-0.26089798,0.00305185
-0.26076398,0.00305185
-0.26062998,0.00305185
-0.26049598,0.00305185
-0.26036198,0.00305185
-0.26022798,0.00305185
-0.26009398,0.00305185
-0.25995998,0.00305185
-0.25982598,0.00305185
-0.25969198,0.00305185
-0.25955798,0.00305185
-0.25942398,0.00305185
-0.25928998,0.00305185
-0.25915598,0.00305185
-0.25902198,0.00305185
-0.25888798,0.00305185
-0.25875398,0.00305185
-0.25861998,0.00305185
-0.25848598,0.00305185
-0.25835198,0.00305185
-0.25821798,0.00305185
-0.25808398,0.00305185
-0.25794998,0.00305185
-0.25781598,0.00305185
-0.25768198,0.00305185
-0.25754798,0.00305185
-0.25741398,0.00305185
-0.25727998,0.00305185
-0.25714598,0.00305185
-0.25701198,0.00305185
-0.25687798,0.00305185
-0.25674398,0.00305185
-0.25660998,0.00305185
-0.25647598,0.00305185
